search_query,imp_total_count,clk_total_count,pur_total_count,ad_spend,revenue,acos,roas,conversion_rate
bunmo textired super stretchies,19,1,1,1.06873867058314,22.75646924490608,0.04696416913719477,21.292828519519535,1.0
bunmo textured,38,2,2,3.88379651989073,152.4520994226356,0.02547552007876171,39.253369387880504,1.0
bunmo textured noodle,346,11,2,17.130169347467163,101.72313065702612,0.1683999424400724,5.938244310005419,0.18181818181818182
bunmo textured noodles sensory,60,1,1,0.6960313171147532,16.99381534836833,0.0409579192692348,24.415302775186184,1.0
bunmo textured stretchy strings,974,22,10,27.585156277764096,244.8028355838596,0.11268315667983564,8.874440772379847,0.45454545454545453
bunmo textured stretchy strings 6pk,137,4,2,6.974729714778094,69.1179423993187,0.10091055191548706,9.909766431933733,0.5
bunmo textured stretchy strings 6pk | calming & fun monkey noodles | super sensory stretchy worms for stress relief & sbunmo textured stretchy strings 6pk | calming & fun monkey noodles | super sensory stretchy worms for stress relief & stimulation | popular autism toystimulation | popular autism toys,48,1,1,0.9064809289177003,19.622781747832818,0.04619533257652494,21.64720858635337,1.0
bunmo textured stretchy strings 6pk | calming & fun monkey noodles | super sensory stretchy worms for stress relief & stimulation | popular autism toys,347,8,6,5.6227481872244685,103.05259163629063,0.05456192899125869,18.327797760966423,0.75
bunmo toys,524,11,3,16.764789470148653,105.14825258151309,0.15943954424874768,6.271969759521277,0.2727272727272727
bunmoo sensory toys for autistic children glow in dark,14,1,1,1.4825512964174739,25.55053961018118,0.05802426559424672,17.23416901116544,1.0
bunno stretch,17,1,1,1.2108173283018748,27.313841751266033,0.04432980681839646,22.558185378444044,1.0
calm corner classroom,133655,2337,74,3077.4518521947584,3064.6029779999903,1.0041926717056033,0.9958248333972781,0.031664527171587506
calm corner items,124482,2166,106,2429.647736520305,2776.7947667299322,0.8749828275503263,1.1428795726193643,0.048938134810710986
calm down basket,272,4,1,3.70200157729636,18.19249839435546,0.2034905540211547,4.91423302084106,0.25
calm down tools for kids,958,7,1,6.535054484209535,19.25319324605627,0.33942704468247853,2.9461411978396215,0.14285714285714285
calm sensory toys,617,11,0,4.107355056549327,0.0,inf,0.0,0.0
calm stretch,60,1,1,0.777588901112842,18.729145805525306,0.041517584901466495,24.08617944356098,1.0
calm strips trace for anxiety sensory stickers,150,2,1,0.906987407711826,10.981452097480203,0.0825926662212498,12.10761252483596,0.5
calm toys,2722,34,1,33.92216491331266,18.473108116386157,1.8362998094090492,0.5445733833201323,0.029411764705882353
calming cuddle ball,3423,55,1,99.91018165811843,54.60135604405447,1.8298113617820602,0.5465044216503805,0.01818181818181818
calming for kids with autism,551,16,1,13.339926916118802,17.424015789815613,0.7656057637365106,1.3061552660203823,0.0625
calming noodles,158,3,1,4.241739221182945,23.827482037145362,0.1780187774172014,5.617384943928803,0.3333333333333333
calming pinwheel,60,1,1,1.5626015575687406,37.13801030132186,0.042075532450189516,23.76678182703534,1.0
calming sensory toys,32159,424,29,631.3892021280083,960.5259761219521,0.6573369360370579,1.5212898365772407,0.06839622641509434
calming sensory toys elementary school,95,3,2,5.262856919013525,90.02947644172623,0.05845704237122869,17.10657877026257,0.6666666666666666
calming sensory toys for toddlers,566,5,1,6.03445387965261,23.349405030253678,0.2584414408775644,3.8693484938189386,0.2
calming strips for kids,2947,55,1,37.795159163629705,18.36888901364616,2.0575636956351504,0.4860116856267283,0.01818181818181818
calming toys for classroom,2249,31,1,33.10878608233484,27.091987710407793,1.2220877418165814,0.8182718521614025,0.03225806451612903
calming toys for kids,523731,8200,513,8978.165890868337,13227.438742819491,0.6787531634377917,1.4732896343865818,0.0625609756097561
calming toys of children,361,9,0,5.221668256344742,0.0,inf,0.0,0.0
cerebral palsy equipment,10984,119,4,145.68342428650075,105.33030099065171,1.3831103007996766,0.7230081356648326,0.03361344537815126
cerebral palsy equipment for kids,30700,347,6,410.07766418033475,185.8110312779039,2.206960810453776,0.4531118066361988,0.01729106628242075
cerebral palsy toys,303677,3572,139,4711.001784493696,3691.901937708404,1.2760365426763896,0.7836766162688226,0.03891377379619261
changing table toy distraction,846,16,0,29.076738776364344,0.0,inf,0.0,0.0
chew bracelet for sensory kids,19019,312,37,134.1023825340012,457.7790836804532,0.2929412620949053,3.4136536206907797,0.11858974358974358
chew fidget,4249,43,3,36.401808091570636,58.3118883175234,0.6242604920175681,1.6018953830764895,0.06976744186046512
chew gummy for sensory kids,304,3,0,5.242292594912286,0.0,inf,0.0,0.0
chew sensory toys,3279,42,0,67.85607216343047,0.0,inf,0.0,0.0
chew toys for kids,150293,1692,244,1657.237393902447,4411.0870024967335,0.3756981879895882,2.661711000926396,0.14420803782505912
chew toys for kids sensory,75153,1003,122,873.6655532857862,2199.1546040025855,0.39727336663628177,2.5171584203265667,0.12163509471585245
chew toys for toddlers,2999,48,6,49.33505935256685,133.6146455757713,0.36923391997915017,2.7083102225723676,0.125
chewelry for adults,17156,230,10,186.14175036597675,165.58486968744106,1.1241470957904487,0.8895632998071715,0.043478260869565216
chewies for kids sensory,50043,707,101,1017.2471576811781,3151.865396567945,0.3227444797575604,3.0984263487672394,0.14285714285714285
chewigem,5777,80,8,146.79677579150967,436.43585531504544,0.33635361073975695,2.9730615877756064,0.1
chewing sensory toys for kids,2147,21,3,27.739230357662045,69.70913345328137,0.39792820515051597,2.5130161347114135,0.14285714285714285
chewing toys for autistic kids,3832,65,8,60.16595727963495,255.6443078778068,0.2353502715514916,4.248985962105478,0.12307692307692308
chewy and stretchy toys,19,1,1,0.3662933319095864,11.619938670457445,0.03152282832962374,31.72304177605297,1.0
chewy autism sensory toys,643,14,4,20.1912118040075,100.00718892431122,0.20189760377415353,4.9530057876200395,0.2857142857142857
chewy necklace sensory,109652,1539,212,2000.3172373987459,4952.139227979118,0.4039299271105188,2.475676925335595,0.13775178687459388
chewy noodle large sensory,57,2,2,1.4831642074578582,39.21956253288179,0.037816949289385095,26.443169499150788,1.0
chewy noodles sensory,191,5,3,9.582369194692363,232.142293742716,0.041277998249265736,24.225980968391273,0.6
chewy sensory toys,67994,841,86,1153.944789058871,2585.168857857888,0.44637114730487976,2.240288168350141,0.10225921521997622
chewy toys sensory,294,4,0,2.2203342699420863,0.0,inf,0.0,0.0
chickle & roar oodles of noodles,114,7,2,2.658899818694422,23.166018806597506,0.11477586377237972,8.712633189005418,0.2857142857142857
child therapy toys,4085,37,2,42.08799863927358,46.98992138959437,0.8956814013439424,1.1164684211367242,0.05405405405405406
children fidget toys,694,15,3,20.849478547909126,70.31880571222985,0.29649932669836265,3.372688940428283,0.2
children with disabilities toys,7944,98,2,118.14879486175772,51.73645417474908,2.2836662609828102,0.43789235628923945,0.02040816326530612
chill zone classroom,3986,52,4,100.10434214006094,321.2728435921308,0.31158669067948846,3.2093797004591678,0.07692307692307693
christmas stocking stuffers,6341758,55812,1092,84869.41148932197,29545.049168698573,2.872542570659745,0.34812364844094446,0.019565684798967965
chuckle and roar oodles of noodles,4838,70,4,118.12140046700351,159.83770915206412,0.7390083422343525,1.3531646976765552,0.05714285714285714
circle disk fidget,145,1,1,1.0375503084187614,17.721465109248992,0.058547659689675124,17.08010201091522,1.0
clear orbeez water beads,615533,15753,880,9669.581175183712,10635.894886535674,0.909145988968427,1.099933357385937,0.05586237542055481
cord toys for babies,289,9,1,17.23870954211351,82.34176696447587,0.20935559410026613,4.776562118139879,0.1111111111111111
cord toys for kids,171,3,1,3.7093826641320824,25.55731805612831,0.1451397465096155,6.889911440859172,0.3333333333333333
cosas para ni̱os con autismo,1477,39,1,73.82206346567109,52.017382738772575,1.4191806580580957,0.7046319256974145,0.02564102564102564
crash pads for kids sensory,25444,380,5,757.9432370812225,394.1350213083897,1.9230547809862657,0.5200059872902507,0.013157894736842105
crazy bungee bande,72,3,0,1.9634059931204215,0.0,inf,0.0,0.0
crazy bungee bandz fidget toys 6-count set,120,2,1,2.9230815605732685,27.31680160223019,0.1070067280619933,9.345206774481133,0.5
crazy glow bungee bandz,85,3,0,2.966025532138666,0.0,inf,0.0,0.0
desk buddy sensory ruler,224,5,1,8.91017913707446,53.32929715574228,0.16707850304220723,5.985210435763725,0.2
destress gadget,76,2,1,3.848785211861818,76.5899545090654,0.05025182788698831,19.899773641048583,0.5
different texture fabric sensory,1476,26,1,34.008755833791156,22.595777427756264,1.5050934159059022,0.6644105870319743,0.038461538461538464
digit dots,12065,156,1,208.69086854462986,27.326513618152003,7.636937205410798,0.13094254582733722,0.00641025641025641
disability toys for kids,6472,80,3,155.8607706811159,207.7741757556105,0.7501450558727928,1.3330755060919535,0.0375
disabled baby products,189,8,0,4.6850073627138,0.0,inf,0.0,0.0
disabled children products,874,8,0,10.177472102109519,0.0,inf,0.0,0.0
disabled kids toys,13888,153,18,158.28641513519605,413.8603141716718,0.38246338127878066,2.614629397084925,0.11764705882352941
disabled products for adults,613293,5916,203,7761.828542899539,5599.505947291173,1.386163103667104,0.721415825709466,0.03431372549019608
disabled products for children,6895,50,3,81.29460976208574,113.59268054512532,0.7156676765787828,1.3972965843315086,0.06
distractible fidgets,152,5,0,4.009970409451382,0.0,inf,0.0,0.0
distracting toys for kids with sensory issues,57,2,1,2.6725211549005286,26.415992066493132,0.10117057682987562,9.884296712882835,0.5
down syndrome decorations,624,10,0,9.748779926346812,0.0,inf,0.0,0.0
down syndrome gifts for kids,362233,3983,273,3608.067811810142,5773.197336866605,0.6249687307187071,1.600080053365248,0.06854130052724078
down syndrome toys,114540,1245,60,1192.3869858558885,1203.1961077201126,0.9910163257719427,1.0090651122432919,0.04819277108433735
easy games for kids with autism,456,7,2,8.832274336302339,49.427981365437375,0.17868976422489158,5.596291451487065,0.2857142857142857
emma wiggles toys,515,8,1,11.493620624857495,24.459296865940132,0.4699080553236386,2.128075883507195,0.125
emotional check in chart for 1 year old classroom,132,9,1,9.210070250766648,19.60832248089207,0.4697021002047311,2.1290090028639974,0.1111111111111111
emotional regulation fidgets,71,2,2,3.233822981850565,63.86857983739176,0.05063245480146606,19.750178100609197,1.0
emotional regulation toys,3455,62,11,121.16097922330403,892.3033009736373,0.13578452426557108,7.364609519448422,0.1774193548387097
enabling devices toys for special children,1644,28,0,28.413114354063612,0.0,inf,0.0,0.0
"expandable toy sphere 32""",60,1,1,1.8266524844234417,49.785283699195226,0.03669061113440977,27.2549289608906,1.0
fall sensory toys,2799,40,6,75.03887352606434,308.2664485107356,0.2434221235836214,4.108090034209548,0.15
feeling buddies,8672,174,6,139.3197850048656,111.43295098751042,1.2502566231103471,0.7998357949204326,0.034482758620689655
fidget,12054854,124219,5201,120501.77473275397,127532.17189427557,0.9448735400872039,1.0583426856335805,0.041869601268727005
fidget belt,635,6,1,6.871967938781063,27.37097221908179,0.2510677327709332,3.9829889287779188,0.16666666666666666
fidget bendy,734,12,4,18.6051676542358,210.18171542023543,0.08851943955751239,11.296953584418993,0.3333333333333333
fidget chew,1899,30,4,51.29399824454632,134.68863749892733,0.38083389361596914,2.6258167058218684,0.13333333333333333
fidget chew toys for sensory kids,19599,333,26,497.20326504611853,970.8187127369904,0.5121484150674983,1.9525590055144575,0.07807807807807808
fidget chewy,114,4,1,2.563228252546041,17.74493817104996,0.14444841835108949,6.922886462968722,0.25
fidget noodles,27025,437,45,480.121418599511,1402.4268201690527,0.3423504254871821,2.920983663382188,0.10297482837528604
fidget pack under 10 dollars,48175,572,25,974.05878042078,803.4988485679993,1.2122715323820983,0.8248977009589697,0.043706293706293704
fidget putty sensory,302,3,1,3.1057429282213302,17.645262404720558,0.1760100165691197,5.681494834740254,0.3333333333333333
fidget rope,4578,61,7,87.80956340023235,248.8766116402226,0.3528236856871482,2.8342768373172897,0.11475409836065574
fidget rope infinity,19,1,1,1.0471701866687675,17.610272822024204,0.05946359816522145,16.817011261603596,1.0
fidget seats,2034,33,4,23.664520644855678,69.91660437802399,0.338467819702838,2.9544906244793445,0.12121212121212122
fidget sensory toys,22333,301,15,286.7365685521345,282.2273970978199,1.0159770862102084,0.9842741667828298,0.04983388704318937
fidget silicone noodles,193,2,1,0.6411693962337921,12.028097873075284,0.053305967660027126,18.75962568352129,0.5
fidget soft,273,5,2,9.303661923530086,91.36373239530926,0.10183101849731074,9.82019049555523,0.4
fidget squishy toys,10496,172,7,172.86222334670788,132.66170533819798,1.3030303123725544,0.7674418549628385,0.040697674418604654
fidget stickers textured,2706,50,1,25.327930341757455,13.096129041334441,1.9340012809752098,0.5170627392220524,0.02
fidget sticks,4318,68,6,104.20034550022852,177.12351353634762,0.5882919970354219,1.6998361443624883,0.08823529411764706
fidget sticks for adults,48,1,1,0.4796301079775711,11.190385956253165,0.042860908448788114,23.33128335800066,1.0
fidget string,11088,138,14,186.74408560303095,413.94521366340166,0.45113237075590723,2.216644304030816,0.10144927536231885
fidget strings,2974,83,10,92.02773883144252,281.1153465057195,0.3273664706511145,3.0546805786525817,0.12048192771084337
fidget textured strethy strings,48,1,1,1.3894051542385846,26.171828382461094,0.05308781388654095,18.836714620368355,1.0
fidget tools,8630,69,3,68.91860958586719,55.74781351923117,1.2362567289225168,0.808893473826888,0.043478260869565216
fidget tools for kids,1395,18,1,30.368086298122453,33.15846795727707,0.9158470873036151,1.0918853309280518,0.05555555555555555
fidget tools for pickers,361,10,1,14.938403530333035,31.67744022984757,0.47157861941943024,2.120537188965691,0.1
fidget toy,998045,9615,410,12854.148861386908,11388.052967152387,1.1287398204472106,0.8859437594784214,0.042641705668226726
fidget toy and texture,19,1,1,0.6672651116194395,16.951791367780523,0.039362513208349124,25.404881916632586,1.0
fidget toy stretchy string,1419,9,3,4.532457722122988,37.673287553220334,0.12030958847751398,8.311889456648764,0.3333333333333333
fidget toys,72722061,917863,57052,1119024.6490677295,1371013.9119067772,0.8162022568475717,1.2251865167125517,0.06215742436507409
fidget toys adult down syndrome,95,4,2,7.284836974213106,99.87628080913858,0.07293860879876246,13.710160043756781,0.5
fidget toys adults,3628892,53225,1968,45789.669838816546,35095.400205800885,1.304719979550141,0.7664479855246744,0.03697510568341945
fidget toys alzheimers,695,8,3,7.241261206233197,49.1900517360105,0.1472098717255891,6.793022697989164,0.375
fidget toys and calming sensory,38,1,1,1.4243304686239593,22.85577839438955,0.06231817810123642,16.04668221165727,1.0
fidget toys and textred sensory stretchy,60,1,1,1.668342024067335,37.631334474999264,0.04433385228939234,22.55612694047947,1.0
fidget toys and textured sensory,48,1,1,1.0171082104373677,17.066893737863424,0.05959539129143823,16.779821028604687,1.0
fidget toys and textured sensory toys,1378,28,8,27.130026406492213,152.26998570446676,0.1781705454359701,5.61259998140026,0.2857142857142857
fidget toys and textured sensory toys by bunmo,3095,53,26,53.77986954563776,634.767552810015,0.08472372179006761,11.80306977634725,0.49056603773584906
fidget toys and textured sensory toys by bunmo -,33,1,1,0.959577781470719,16.446386553273452,0.05834581221610207,17.1391906636964,1.0
fidget toys and textured sensory toys by bunmo - textured stretchy,383,9,6,9.371899967288478,134.6915757786585,0.06958044638730428,14.371853759513407,0.6666666666666666
fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy.,31,1,1,0.6148326509058593,12.177278039225033,0.0504901546080644,19.80584151034225,1.0
"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory",56,1,1,1.4064919518015555,23.141629310943824,0.06077756811774772,16.45343884215053,1.0
"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory toys",612,12,10,9.543977619063948,195.87103797005165,0.04872582347025295,20.52299845913325,0.8333333333333334
"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory toys, and easter basket stuffers",89,2,1,2.31854880018012,26.348733114285437,0.08799469751063961,11.364321127180283,0.5
fidget toys and textured sensory toys by bunmo textured,29,1,1,1.3532999316964756,22.79282652642267,0.059373940749632675,16.842405731780346,1.0
"fidget toys and textured sensory toys by bunmo, stretchy strings",48,1,1,1.5286022893561828,31.816059550886045,0.04804499082959545,20.8138243494888,1.0
fidget toys autism,32040,406,31,566.0918761096759,1256.9907548649762,0.45035484463088554,2.220471283748725,0.07635467980295567
fidget toys baby toys sensory,171,5,2,8.600094568840182,68.1195304756592,0.12625005646380974,7.92078853672953,0.4
fidget toys bunmo,120,2,0,1.9576752952427914,0.0,inf,0.0,0.0
fidget toys for adults,2316082,31282,1256,25423.880544223663,19363.82807642268,1.3129573575991247,0.7616393588201533,0.040150885493254906
fidget toys for adults adhd,14277,154,4,199.2118878862216,92.85143488125667,2.145490677025986,0.46609384543500776,0.025974025974025976
fidget toys for autism,2433,22,2,23.422150831550173,39.174337220826274,0.5978952674941044,1.6725337268368003,0.09090909090909091
fidget toys for autism and anxiety,1164,22,0,16.384682751691784,0.0,inf,0.0,0.0
fidget toys for autistic adults,3698,40,6,32.29914094043886,107.68816276675992,0.29993213841334687,3.334087521564179,0.15
fidget toys for autistic children,2402,39,3,65.88900928002776,107.72623374312886,0.611633833195532,1.634965146998845,0.07692307692307693
fidget toys for children,4075,38,7,36.63978575741372,135.55323000121646,0.27029813865066077,3.699618521207879,0.18421052631578946
fidget toys for disabled adults,228,4,0,5.635126665358281,0.0,inf,0.0,0.0
fidget toys for hair pulling,561,12,1,4.123134223715601,11.462214466513313,0.3597153268909141,2.779976067862285,0.08333333333333333
fidget toys for kids 8-12,2422697,35951,3567,33450.43103374088,61850.06715067412,0.5408309574224334,1.8490065819566572,0.09921838057355846
fidget toys for kids textured,20,1,1,1.918080614017213,78.90241394685239,0.02430953019142363,41.13613023886404,1.0
fidget toys for kids with autism,2707,33,1,29.85414925020899,16.957824982795234,1.7604940067784565,0.5680223824390682,0.030303030303030304
fidget toys for thumb suckers,342,12,2,14.671079784313534,47.98052208639444,0.3057715745130195,3.270415183597849,0.16666666666666666
fidget toys for toddlers,14956,219,20,397.21591642987073,1258.1220614965305,0.3157212869770237,3.1673505754864544,0.091324200913242
fidget toys for toddlers 1-3,764154,12744,978,15727.228184084695,33571.52348880064,0.46846930224454225,2.134611585452396,0.07674199623352165
fidget toys for toddlers 3-5,40263,682,49,786.1596448042288,1130.7570516177238,0.6952507116179423,1.4383300632269256,0.0718475073313783
fidget toys kids autism gummy,133,2,2,3.2006098499163347,66.06199444469155,0.048448580410268276,20.64043964821843,1.0
fidget toys pull,377,5,2,5.091669322922411,34.61629788018806,0.14708878865514172,6.798614694859978,0.4
fidget toys stretchy,1193,17,0,22.81410538898805,0.0,inf,0.0,0.0
fidget toys texture,262,1,1,0.44805810916900035,11.92569779404357,0.03757080859392464,26.61640878715887,1.0
fidget toys textured sensory toys by bun on,60,1,1,1.8429392604692854,45.80580812286514,0.04023374624296466,24.85475734626282,1.0
fidget toys toddlers 3-4,432,5,2,2.3316065478304067,22.67660871976822,0.10281989589553753,9.725744140180566,0.4
fidget worm,9009,139,10,218.4797788505656,341.7497632382799,0.6392975280519326,1.5642169038995033,0.07194244604316546
fidget worms,1973,35,6,36.62987832626762,115.28940642376554,0.3177211112669655,3.147414397527235,0.17142857142857143
fidgeting finger springs,1675,19,0,18.38716769044631,0.0,inf,0.0,0.0
fidgetland,40591,839,18,538.5896246647567,304.3167224425595,1.7698324966890924,0.5650252223703353,0.021454112038140644
fidgets,3105207,38514,2714,14669.539508759268,32799.58332860024,0.44724773975917786,2.2358972692370758,0.07046788180921223
fidgets asd,79,3,3,2.3210983684300177,52.89845716390863,0.043878375530650604,22.79026941873599,1.0
fidgets autism,6277,94,15,81.85673244072603,289.9514869934334,0.2823118215033671,3.5421825224136887,0.1595744680851064
fidgets for autism,20757,250,15,340.5557752552563,521.1257914435763,0.653500135373993,1.5302215651840805,0.06
fidgets for autism prek,95,4,0,6.650454367637467,0.0,inf,0.0,0.0
fidgets for classroom,384570,5488,641,2880.0170666947183,7537.133241378484,0.3821104091517938,2.6170446448182174,0.1168002915451895
fidgets for middle schoolers,1227,14,2,17.751288327673798,52.27631137699689,0.33956658111660276,2.9449305544487987,0.14285714285714285
fidgets for preschoolers,3121,48,3,40.35028895148503,51.96812966550233,0.7764429701665885,1.2879245977144291,0.0625
fidgets for special needs,283,3,2,1.2924675684961457,26.255647321656916,0.04922626940643191,20.3143567866904,0.6666666666666666
fidgets preschoolers,723,18,0,23.87616967960253,0.0,inf,0.0,0.0
fidgets toys,124443,1563,45,2613.703791226915,1590.0240999300888,1.6438139468086277,0.6083413527068825,0.028790786948176585
fidgettoys and textred sensory toys by bunmo,74,1,1,1.1677355836816845,25.384039598191283,0.046002748268833084,21.737831708578618,1.0
figet toys and textured sensory toys by bunmo,28,1,1,1.8875880993937604,49.9253538071429,0.03780820676174557,26.449284048345877,1.0
figetget,96451,956,18,667.0775311753249,251.902846165526,2.648154005917768,0.37762154231412653,0.01882845188284519
figets for autism,20,2,2,3.027711904826027,65.06028551532924,0.04653702148467593,21.488268223811613,1.0
figit,100679,958,42,1104.2656774868324,1211.1209249681488,0.9117716115059885,1.0967658867424959,0.04384133611691023
figit sensory toys autism,38,1,1,0.8374658838857255,17.79158532484699,0.04707089720195734,21.244549380682237,1.0
figit string,114,5,1,2.9247686338907704,11.699332729217705,0.24999448272690847,4.000088278317687,0.2
fisget cord,57,2,1,3.852105916625096,74.74941427449488,0.05153359332662311,19.404818011853703,0.5
flipazoo,64646,904,21,906.1823905063902,484.8474799397094,1.8690050541648142,0.5350440319953341,0.023230088495575223
food grade stretchy toys for sensory kids,136,4,2,5.934776212045337,50.71260469937098,0.11702763538231256,8.54499022160999,0.5
frog squishy,8054,99,6,126.84664508177416,159.3542015505266,0.7960043967937348,1.2562744678646867,0.06060606060606061
froogz,821,18,0,17.491283559573535,0.0,inf,0.0,0.0
frustration fidget,237,5,2,9.374257814733632,90.72922101651237,0.1033212641936775,9.678549791313845,0.4
fun autism toys for adults,420,2,1,3.352361735284373,38.03243561431515,0.0881448080075778,11.344967702624414,0.5
functional play toys for autism,1374,16,1,16.772360397796632,17.338572539025506,0.9673437856574151,1.0337586438521353,0.0625
games for autistic teenager,9002,116,11,93.55499704413799,237.9912537234187,0.3931026690285973,2.54386469181478,0.09482758620689655
gel sensory shapes,219,3,1,3.4869027853224726,24.172005894943744,0.14425376199547663,6.932228221759354,0.3333333333333333
ggggv,152,4,0,1.991296312740588,0.0,inf,0.0,0.0
gift for blind child,326,3,1,3.440813728282598,26.72106162643072,0.12876785272929317,7.7659134543641555,0.3333333333333333
gift for special needs adult,863,10,1,3.782096271325564,11.529462029412066,0.32803753216562076,3.048431663896058,0.1
gifts for adult with disabilities,95,3,0,2.5558479983889337,0.0,inf,0.0,0.0
gifts for adults with down syndrome,46189,416,29,816.3742414932419,1855.7163258420153,0.43992404988020956,2.2731196447939093,0.06971153846153846
gifts for autism,2957,33,4,21.40905736841195,73.25188569444828,0.29226629683929806,3.4215371762480284,0.12121212121212122
gifts for autistic children,9616,81,7,150.10395195548983,383.6782535507555,0.3912235071087579,2.5560836243973593,0.08641975308641975
gifts for autistic teens,25349,232,19,96.08644086889339,233.45039472165547,0.4115925397490029,2.429587282145151,0.08189655172413793
gifts for blind children,6736,65,11,55.784201311041514,220.63974808029226,0.2528293373990858,3.955237197894961,0.16923076923076924
gifts for disabled adults,201447,1543,100,708.4395510813872,1406.801260018095,0.503581828660201,1.9857745913122775,0.06480881399870382
gifts for disabled kids,11308,106,13,130.71451176390474,329.0068696128504,0.3973002506534875,2.5169880923940515,0.12264150943396226
gifts for kids with disabilities,75437,623,43,940.7033957852182,1368.9483548614699,0.6871723045245284,1.455239091295923,0.06902086677367576
gifts for kids with down syndrome,100737,1045,72,1047.1845114502416,1893.1632465479242,0.5531401020803267,1.8078602441570588,0.06889952153110047
gifts for kids with special needs,5583,43,1,14.756815693817504,10.928035192773354,1.3503631195822008,0.7405415517489826,0.023255813953488372
gifts for people with anxiety,37156,314,15,374.94722049602257,401.0540947928531,0.9349043567045117,1.0696281312935016,0.04777070063694268
gifts for people with autism,28849,276,14,188.62924702498304,212.2814873617353,0.888580767778172,1.1253901010039,0.050724637681159424
gifts for special needs adults fidget,95,3,1,5.989473000590075,76.90993402636018,0.07787645479629768,12.840851610614676,0.3333333333333333
gifts for special needs kids,2092,14,0,8.719210468944016,0.0,inf,0.0,0.0
gifts for special needs teenager,33446,275,24,123.54559283173974,265.03907889906196,0.46614104359603176,2.145273439741604,0.08727272727272728
gifts for special needs teenagers,8094,49,3,80.85134876757499,107.52994948609138,0.7518960917770432,1.3299710038877632,0.061224489795918366
good sensory toys for boys,60,1,1,1.844052562602402,48.02915728833193,0.03839443926804835,26.045438325549263,1.0
granx crazy bungee bandz fidget toys,57,2,1,0.682963275562394,11.323698082925214,0.06031274152321503,16.58024448474273,0.5
great gifts for special needs adults,37268,318,23,345.4572625620829,655.2399744105848,0.5272225078649023,1.8967323759558539,0.07232704402515723
gusanos sensoriales,418,2,0,3.5514023913444,0.0,inf,0.0,0.0
hairy sensory toy,247,8,0,9.812369057967086,0.0,inf,0.0,0.0
hand fidgets,3855,43,2,39.82413568736468,38.01753106945657,1.0475203035833,0.9546354343483892,0.046511627906976744
hand pins toy,416,11,2,15.251644087500624,46.53899904693774,0.3277174928519263,3.0514086730543655,0.18181818181818182
hand stimulation toys,294,1,1,1.610555120349979,33.4154829250254,0.04819787054891875,20.74780459408561,1.0
handheld vibrating sensory for autistic kids,540,3,0,1.9975301500602147,0.0,inf,0.0,0.0
handicapped toys,286,10,1,13.973092277708272,23.31349871904283,0.5993562976583533,1.6684566490865884,0.1
hard sensory toys,155,4,1,2.1485621425132333,11.451382513072115,0.18762469422889172,5.3297888324873455,0.25
hdhehdj,75,4,0,4.9261260115229915,0.0,inf,0.0,0.0
heroes of goo jit zu dino x-ray,6244,135,3,196.2601442235444,78.56891653498201,2.4979362434781898,0.40033047385051534,0.022222222222222223
huggy wuggy leg stretchy toys,38,2,0,2.2198864234391573,0.0,inf,0.0,0.0
i need large pieces of fidget items for an adult with dementia,77,6,1,2.8036364730986336,12.907280430826699,0.21721357090860569,4.603763916853786,0.16666666666666666
impresa products,5591,65,3,112.3006940851945,107.42383637623757,1.0453982828529451,0.956573218458853,0.046153846153846156
incentives for elementary students,67336,1038,56,951.3535307022913,1013.7202446637809,0.938477391282469,1.065555770750596,0.05394990366088632
indestructible sensory toys,745,10,2,12.293053128944582,53.18869270520472,0.23112155053477482,4.326727636112579,0.2
indestructible toys for boys,2968,41,1,44.30363379290318,25.74661162288441,1.7207558975847794,0.5811399521591535,0.024390243902439025
indestructible toys for kids,9642,82,8,121.35223055429448,183.07886677523499,0.6628412808742038,1.5086567913831896,0.0975609756097561
iq stixx,2936,52,5,38.39946735779993,93.45732564643865,0.41087701891952444,2.433818281269858,0.09615384615384616
items for adults with special needs,133,1,1,1.779171843790115,53.74071773305186,0.033106588799722725,30.205467740861764,1.0
items for kids with autism,424,11,0,19.40765992694738,0.0,inf,0.0,0.0
items for special needs children,1745,19,5,11.597088710167018,76.96267990729321,0.15068457496719842,6.6363793388784735,0.2631578947368421
j tube feeding tube accessories,2136,33,0,51.26602596937526,0.0,inf,0.0,0.0
jacobs ladder carnival,39,1,1,0.6883736834312842,17.310485813362142,0.03976628332983708,25.14693142694804,1.0
jacobs ladder toys,19557,379,51,357.7007630662416,1072.3431061327994,0.3335693221885121,2.997877602889584,0.1345646437994723
jacobs latter toy,60,1,1,1.4773055794030443,24.689499435714563,0.05983537994561566,16.712520266586413,1.0
jelly tubes toy,57,2,1,1.265646297083093,10.907992370965019,0.11602926130128222,8.6185156122247,0.5
jellyfish toy,10831,169,15,231.03194064575823,343.16877103905506,0.6732312498781107,1.4853737110109657,0.08875739644970414
jesus is my rick stress toys,70,1,1,0.7585752552050918,17.82021110193441,0.04256825302831274,23.491685208102997,1.0
